instance_id,exit_status,api_calls,full_history_tokens,last_prompt_tokens,max_completion_tokens,failed_prompt_tokens,max_context_tokens,effective_context_tokens,traj_path
sphinx-doc__sphinx-8621,Submitted,33,14099,11810,2048,,131072,13858,unbalance1/sphinx-doc__sphinx-8621/sphinx-doc__sphinx-8621.traj.json
sphinx-doc__sphinx-8638,LimitsExceeded,135,44096,43891,2048,,131072,45939,unbalance1/sphinx-doc__sphinx-8638/sphinx-doc__sphinx-8638.traj.json
sphinx-doc__sphinx-8721,ContextLengthExceeded,101,129746,127484,2048,129638,131072,131072,unbalance1/sphinx-doc__sphinx-8721/sphinx-doc__sphinx-8721.traj.json
sphinx-doc__sphinx-9229,LimitsExceeded,135,40348,40180,2048,,131072,42228,unbalance1/sphinx-doc__sphinx-9229/sphinx-doc__sphinx-9229.traj.json
sphinx-doc__sphinx-9230,LimitsExceeded,135,58805,58493,2048,,131072,60541,unbalance1/sphinx-doc__sphinx-9230/sphinx-doc__sphinx-9230.traj.json
sphinx-doc__sphinx-9258,LimitsExceeded,135,30089,29938,2048,,131072,31986,unbalance1/sphinx-doc__sphinx-9258/sphinx-doc__sphinx-9258.traj.json
sphinx-doc__sphinx-9281,Submitted,28,16019,15598,2048,,131072,17646,unbalance1/sphinx-doc__sphinx-9281/sphinx-doc__sphinx-9281.traj.json
sphinx-doc__sphinx-9320,LimitsExceeded,135,85889,85750,2048,,131072,87798,unbalance1/sphinx-doc__sphinx-9320/sphinx-doc__sphinx-9320.traj.json
sphinx-doc__sphinx-9367,Submitted,14,9413,8928,2048,,131072,10976,unbalance1/sphinx-doc__sphinx-9367/sphinx-doc__sphinx-9367.traj.json
sphinx-doc__sphinx-9461,LimitsExceeded,135,48672,48429,2048,,131072,50477,unbalance1/sphinx-doc__sphinx-9461/sphinx-doc__sphinx-9461.traj.json
sphinx-doc__sphinx-9591,LimitsExceeded,135,114081,113928,2048,,131072,115976,unbalance1/sphinx-doc__sphinx-9591/sphinx-doc__sphinx-9591.traj.json
sphinx-doc__sphinx-9602,LimitsExceeded,135,34628,34491,2048,,131072,36539,unbalance1/sphinx-doc__sphinx-9602/sphinx-doc__sphinx-9602.traj.json
sphinx-doc__sphinx-9658,LimitsExceeded,135,34391,34265,2048,,131072,36313,unbalance1/sphinx-doc__sphinx-9658/sphinx-doc__sphinx-9658.traj.json
sphinx-doc__sphinx-9673,LimitsExceeded,135,58614,58468,2048,,131072,60516,unbalance1/sphinx-doc__sphinx-9673/sphinx-doc__sphinx-9673.traj.json
sphinx-doc__sphinx-9698,LimitsExceeded,135,30638,30415,2048,,131072,32463,unbalance1/sphinx-doc__sphinx-9698/sphinx-doc__sphinx-9698.traj.json
sphinx-doc__sphinx-9711,Submitted,39,21343,17646,2048,,131072,19694,unbalance1/sphinx-doc__sphinx-9711/sphinx-doc__sphinx-9711.traj.json
sympy__sympy-11618,LimitsExceeded,135,62977,62516,2048,,131072,64564,unbalance1/sympy__sympy-11618/sympy__sympy-11618.traj.json
sympy__sympy-12096,LimitsExceeded,135,42212,42065,2048,,131072,44113,unbalance1/sympy__sympy-12096/sympy__sympy-12096.traj.json
sympy__sympy-12419,LimitsExceeded,135,119520,117364,2048,,131072,119412,unbalance1/sympy__sympy-12419/sympy__sympy-12419.traj.json
sympy__sympy-12481,ContextLengthExceeded,84,129169,126907,2048,129061,131072,131072,unbalance1/sympy__sympy-12481/sympy__sympy-12481.traj.json
sympy__sympy-12489,LimitsExceeded,135,58235,57854,2048,,131072,59902,unbalance1/sympy__sympy-12489/sympy__sympy-12489.traj.json
sympy__sympy-13031,LimitsExceeded,135,37824,37654,2048,,131072,39702,unbalance1/sympy__sympy-13031/sympy__sympy-13031.traj.json
sympy__sympy-13091,Submitted,29,14588,14231,2048,,131072,16279,unbalance1/sympy__sympy-13091/sympy__sympy-13091.traj.json
sympy__sympy-13372,ContextLengthExceeded,115,129350,127088,2048,129242,131072,131072,unbalance1/sympy__sympy-13372/sympy__sympy-13372.traj.json
sympy__sympy-13480,Submitted,24,7247,6698,2048,,131072,8746,unbalance1/sympy__sympy-13480/sympy__sympy-13480.traj.json
sympy__sympy-13551,LimitsExceeded,135,28486,28337,2048,,131072,30385,unbalance1/sympy__sympy-13551/sympy__sympy-13551.traj.json
sympy__sympy-13615,LimitsExceeded,135,28110,27981,2048,,131072,30029,unbalance1/sympy__sympy-13615/sympy__sympy-13615.traj.json
sympy__sympy-13647,LimitsExceeded,135,45240,44984,2048,,131072,47032,unbalance1/sympy__sympy-13647/sympy__sympy-13647.traj.json
sympy__sympy-13757,LimitsExceeded,135,43654,43489,2048,,131072,45537,unbalance1/sympy__sympy-13757/sympy__sympy-13757.traj.json
sympy__sympy-13798,Submitted,10,5580,5529,2048,,131072,7577,unbalance1/sympy__sympy-13798/sympy__sympy-13798.traj.json
sympy__sympy-13852,LimitsExceeded,135,64918,64474,2048,,131072,66522,unbalance1/sympy__sympy-13852/sympy__sympy-13852.traj.json
sympy__sympy-13877,LimitsExceeded,135,36099,35926,2048,,131072,37974,unbalance1/sympy__sympy-13877/sympy__sympy-13877.traj.json
sympy__sympy-13878,LimitsExceeded,135,72216,71709,2048,,131072,73757,unbalance1/sympy__sympy-13878/sympy__sympy-13878.traj.json
sympy__sympy-13974,LimitsExceeded,135,28446,28335,2048,,131072,30383,unbalance1/sympy__sympy-13974/sympy__sympy-13974.traj.json
sympy__sympy-14248,LimitsExceeded,135,51416,51237,2048,,131072,53285,unbalance1/sympy__sympy-14248/sympy__sympy-14248.traj.json
sympy__sympy-14531,LimitsExceeded,135,31874,31723,2048,,131072,33771,unbalance1/sympy__sympy-14531/sympy__sympy-14531.traj.json
sympy__sympy-14711,LimitsExceeded,135,116112,115959,2048,,131072,118007,unbalance1/sympy__sympy-14711/sympy__sympy-14711.traj.json
sympy__sympy-14976,Submitted,9,14137,13583,2048,,131072,15631,unbalance1/sympy__sympy-14976/sympy__sympy-14976.traj.json
sympy__sympy-15017,Submitted,35,13028,11962,2048,,131072,14010,unbalance1/sympy__sympy-15017/sympy__sympy-15017.traj.json
sympy__sympy-15345,ContextLengthExceeded,97,129645,127601,2048,129537,131072,131072,unbalance1/sympy__sympy-15345/sympy__sympy-15345.traj.json
sympy__sympy-15349,LimitsExceeded,135,30413,30161,2048,,131072,32209,unbalance1/sympy__sympy-15349/sympy__sympy-15349.traj.json
sympy__sympy-15599,ContextLengthExceeded,107,130547,128661,2048,130439,131072,131072,unbalance1/sympy__sympy-15599/sympy__sympy-15599.traj.json
sympy__sympy-15809,LimitsExceeded,135,39118,38866,2048,,131072,40914,unbalance1/sympy__sympy-15809/sympy__sympy-15809.traj.json
sympy__sympy-15875,LimitsExceeded,135,30693,30574,2048,,131072,32622,unbalance1/sympy__sympy-15875/sympy__sympy-15875.traj.json
sympy__sympy-15976,LimitsExceeded,135,58527,58140,2048,,131072,60188,unbalance1/sympy__sympy-15976/sympy__sympy-15976.traj.json
sympy__sympy-16450,LimitsExceeded,135,60144,59414,2048,,131072,61462,unbalance1/sympy__sympy-16450/sympy__sympy-16450.traj.json
sympy__sympy-16597,LimitsExceeded,135,25268,25131,2048,,131072,27179,unbalance1/sympy__sympy-16597/sympy__sympy-16597.traj.json
sympy__sympy-16766,Submitted,19,7279,6689,2048,,131072,8737,unbalance1/sympy__sympy-16766/sympy__sympy-16766.traj.json
sympy__sympy-16792,LimitsExceeded,135,99309,98507,2048,,131072,100555,unbalance1/sympy__sympy-16792/sympy__sympy-16792.traj.json
sympy__sympy-16886,LimitsExceeded,135,93376,93197,2048,,131072,95245,unbalance1/sympy__sympy-16886/sympy__sympy-16886.traj.json
sympy__sympy-17139,Submitted,18,6717,6038,2048,,131072,8086,unbalance1/sympy__sympy-17139/sympy__sympy-17139.traj.json
sympy__sympy-17318,Submitted,27,15863,15033,2048,,131072,17081,unbalance1/sympy__sympy-17318/sympy__sympy-17318.traj.json
sympy__sympy-17630,LimitsExceeded,135,42797,42561,2048,,131072,44609,unbalance1/sympy__sympy-17630/sympy__sympy-17630.traj.json
sympy__sympy-17655,LimitsExceeded,135,49804,49563,2048,,131072,51611,unbalance1/sympy__sympy-17655/sympy__sympy-17655.traj.json
sympy__sympy-18189,LimitsExceeded,135,64881,64576,2048,,131072,66624,unbalance1/sympy__sympy-18189/sympy__sympy-18189.traj.json
sympy__sympy-18199,Submitted,38,27889,25913,2048,,131072,27961,unbalance1/sympy__sympy-18199/sympy__sympy-18199.traj.json
sympy__sympy-18211,ContextLengthExceeded,98,131244,129011,2048,131165,131072,131072,unbalance1/sympy__sympy-18211/sympy__sympy-18211.traj.json
sympy__sympy-18698,LimitsExceeded,135,45958,45664,2048,,131072,47712,unbalance1/sympy__sympy-18698/sympy__sympy-18698.traj.json
sympy__sympy-18763,LimitsExceeded,135,72714,72138,2048,,131072,74186,unbalance1/sympy__sympy-18763/sympy__sympy-18763.traj.json
sympy__sympy-19040,LimitsExceeded,135,43782,43643,2048,,131072,45691,unbalance1/sympy__sympy-19040/sympy__sympy-19040.traj.json
sympy__sympy-19346,ContextLengthExceeded,98,130809,128560,2048,130701,131072,131072,unbalance1/sympy__sympy-19346/sympy__sympy-19346.traj.json
sympy__sympy-19495,LimitsExceeded,135,58089,57720,2048,,131072,59768,unbalance1/sympy__sympy-19495/sympy__sympy-19495.traj.json
sympy__sympy-19637,LimitsExceeded,135,24944,24682,2048,,131072,26730,unbalance1/sympy__sympy-19637/sympy__sympy-19637.traj.json
sympy__sympy-19783,LimitsExceeded,135,97177,96390,2048,,131072,98438,unbalance1/sympy__sympy-19783/sympy__sympy-19783.traj.json
sympy__sympy-19954,LimitsExceeded,135,64195,63724,2048,,131072,65772,unbalance1/sympy__sympy-19954/sympy__sympy-19954.traj.json
sympy__sympy-20154,LimitsExceeded,135,18684,18601,2048,,131072,20649,unbalance1/sympy__sympy-20154/sympy__sympy-20154.traj.json
sympy__sympy-20428,Submitted,57,22929,22567,2048,,131072,24615,unbalance1/sympy__sympy-20428/sympy__sympy-20428.traj.json
sympy__sympy-20438,LimitsExceeded,135,37532,37295,2048,,131072,39343,unbalance1/sympy__sympy-20438/sympy__sympy-20438.traj.json
sympy__sympy-20590,ContextLengthExceeded,74,132322,128623,2048,132243,131072,131072,unbalance1/sympy__sympy-20590/sympy__sympy-20590.traj.json
sympy__sympy-20801,LimitsExceeded,135,47927,47851,2048,,131072,49899,unbalance1/sympy__sympy-20801/sympy__sympy-20801.traj.json
sympy__sympy-20916,LimitsExceeded,135,34966,34855,2048,,131072,36903,unbalance1/sympy__sympy-20916/sympy__sympy-20916.traj.json
sympy__sympy-21379,ContextLengthExceeded,111,129524,127262,2048,129416,131072,131072,unbalance1/sympy__sympy-21379/sympy__sympy-21379.traj.json
sympy__sympy-21596,LimitsExceeded,135,41669,41583,2048,,131072,43631,unbalance1/sympy__sympy-21596/sympy__sympy-21596.traj.json
sympy__sympy-21612,LimitsExceeded,135,45844,45612,2048,,131072,47660,unbalance1/sympy__sympy-21612/sympy__sympy-21612.traj.json
sympy__sympy-21847,Submitted,25,10962,9969,2048,,131072,12017,unbalance1/sympy__sympy-21847/sympy__sympy-21847.traj.json
sympy__sympy-21930,Submitted,49,18957,18256,2048,,131072,20304,unbalance1/sympy__sympy-21930/sympy__sympy-21930.traj.json
sympy__sympy-22080,LimitsExceeded,135,37093,37006,2048,,131072,39054,unbalance1/sympy__sympy-22080/sympy__sympy-22080.traj.json
sympy__sympy-22456,LimitsExceeded,135,28003,27880,2048,,131072,29928,unbalance1/sympy__sympy-22456/sympy__sympy-22456.traj.json
sympy__sympy-22714,LimitsExceeded,135,49924,49597,2048,,131072,51645,unbalance1/sympy__sympy-22714/sympy__sympy-22714.traj.json
sympy__sympy-22914,LimitsExceeded,135,46247,46160,2048,,131072,48208,unbalance1/sympy__sympy-22914/sympy__sympy-22914.traj.json
sympy__sympy-23262,LimitsExceeded,135,41865,41730,2048,,131072,43778,unbalance1/sympy__sympy-23262/sympy__sympy-23262.traj.json
sympy__sympy-23413,LimitsExceeded,135,106942,106434,2048,,131072,108482,unbalance1/sympy__sympy-23413/sympy__sympy-23413.traj.json
sympy__sympy-23534,LimitsExceeded,135,37265,37166,2048,,131072,39214,unbalance1/sympy__sympy-23534/sympy__sympy-23534.traj.json
sympy__sympy-23824,LimitsExceeded,135,71901,71429,2048,,131072,73477,unbalance1/sympy__sympy-23824/sympy__sympy-23824.traj.json
sympy__sympy-23950,LimitsExceeded,135,18680,18582,2048,,131072,20630,unbalance1/sympy__sympy-23950/sympy__sympy-23950.traj.json
sympy__sympy-24066,LimitsExceeded,135,25961,25853,2048,,131072,27901,unbalance1/sympy__sympy-24066/sympy__sympy-24066.traj.json
sympy__sympy-24213,LimitsExceeded,135,105811,104988,2048,,131072,107036,unbalance1/sympy__sympy-24213/sympy__sympy-24213.traj.json
sympy__sympy-24443,Submitted,25,9927,8818,2048,,131072,10866,unbalance1/sympy__sympy-24443/sympy__sympy-24443.traj.json
sympy__sympy-24539,Submitted,24,12427,10456,2048,,131072,12504,unbalance1/sympy__sympy-24539/sympy__sympy-24539.traj.json
sympy__sympy-24562,LimitsExceeded,135,71074,70598,2048,,131072,72646,unbalance1/sympy__sympy-24562/sympy__sympy-24562.traj.json
sympy__sympy-24661,Submitted,5,5686,5647,2048,,131072,7695,unbalance1/sympy__sympy-24661/sympy__sympy-24661.traj.json
